index,tDept,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,overall_rating
3624,Mathematics,Shiang,,Tang,2465166,3,good,5.0
3625,Psychology,Melanie,,Tannenbaum,1781084,9,good,5.0
3626,Linguistics,Darren,,Tanner,1838062,5,average,3.1
3627,Foods  Nutrition,Kelly,,Tappenden,2188570,8,poor,1.6
3628,French,Peter,,Tarjanyi,2461779,1,good,5.0
3629,Not Specified,Cheryl,,Tarsala,759061,3,poor,1.2
3630,Journalism,Alexis,,Tate,1093698,5,good,4.2
3631,Economics,Bart,,Taub,124035,13,average,2.7
3632,English,Naomi,,Taub,2087967,5,good,3.7
3633,Music,Heinrich,,Taube,123005,10,good,4.3
3634,English,Elizabeth,,Tavares,2007686,2,good,3.8
3635,Finance,Birsel,,Tavucku Pirim,1053433,9,good,4.1
3636,Mechanical Engineering,Sameh,,Tawfick,2022209,0,zero,N/A
3637,Music,Stephen,,Taylor,127115,10,good,4.2
3638,Architecture,Allen,,Taylor,1218302,2,average,3.2
3639,Information Science,Gail,,Taylor,1377378,0,zero,N/A
3640,Agriculture,Andrea,,Taylor,1718354,7,good,4.2
3641,Architecture,Mark,,Taylor,1314139,7,good,4.1
3642,Languages,Narlan,,Teixeira,1230699,2,average,3.0
3643,Linguistics,Marina,,Tekourafi,1681821,0,zero,N/A
3644,Psychology,Eva,H,Telzer,1797111,5,good,3.7
3645,Humanities,Richard,,Tempest,2399182,0,zero,N/A
3646,Languages,Richard,,Tempest,562548,12,good,4.1
3647,German,Anna,,Tendera,1780505,2,good,4.0
3648,Spanish,Daniil,,Tendera,2318816,0,zero,N/A
3649,Information Science,Jennifer,,Teper,1861160,0,zero,N/A
3650,Linguistics,Marina,,Terkourafi ,1933853,0,zero,N/A
3651,Not Specified,Miranda,,Terry,1635249,6,good,4.5
3652,Civil Engineering,Christopher,,Tessum,2671343,0,zero,N/A
3653,Social Work,Mark,,Testa,1367387,1,poor,2.0
3654,Political Science,Paul,,Testa,2070038,2,good,3.5
3655,Education,Sharon,,Tettegah,284339,18,good,3.7
3656,Speech Communication,David,,Tewksbury,1081831,12,good,4.7
3657,Engineering,Tolga,,Tezcan,1093200,2,good,4.0
3658,Engineering,Sunny,,Thakkar,1534565,0,zero,N/A
3659,Physics,Jonathan,,Thaler,1351100,2,poor,2.2
3660,Asian Studies,Stan,,Thangaraj,1129772,2,good,5.0
3661,Music,Reynold,,Tharp,1626597,5,good,4.5
3662,Art amp Design,Billie,,Theide,2329223,1,poor,1.0
3663,Religion,Jeff,,Thibert,1001945,5,good,4.8
3664,Theater,Sara,,Thiel,2219412,1,average,3.0
3665,Child & Family Studies,Elissa,,Thomann,875416,6,good,4.7
3666,Accounting,Susan,,Thomas,1415760,0,zero,N/A
3667,Spanish,Danielle,,Thomas,1631376,4,good,5.0
3668,Political Science,Jamie,,Thomas-Ward,2012961,2,good,5.0
3669,Astronomy,Laird,,Thompson,130054,32,good,4.0
3670,English,Carl,,Thompson,2069453,3,good,4.7
3671,Accounting,Anne,,Thompson,2467667,1,poor,1.0
3672,English,Nafissa,,Thompson-Spires,1904188,9,good,3.5
3673,Geography,Colin,,Thorn,125755,35,good,3.8
3674,Chemistry,Matt,,Thorum,907825,0,zero,N/A
3675,Engineering,Deborah,,Thurston,2135842,1,average,2.5
3676,Chemistry,Skyler,,Tiarks,2668051,1,good,4.0
3677,Mathematics,Scott,,Tichenor,949164,14,average,3.5
3678,English,Debora,,Tienou,1735130,4,poor,2.1
3679,East Asian Studies,Robert,,Tierney,1601403,5,good,4.5
3680,Information Science,Carol,,Tilley,1861229,1,good,5.0
3681,History,Alexandra,,Tipei,2258800,1,good,5.0
3682,Music,Sever,,Tipei,1191597,7,average,3.5
3683,Mathematics,Alok,,Tiwari,1323431,2,good,5.0
3684,Communication,Tim,,Tjeerdsma,1449733,5,good,4.8
3685,Art & Design,Brad,,Tober,1645737,6,good,3.8
3686,History,Ronald,,Toby,1364948,35,poor,1.7
3687,History,Maria,,Todarova,141676,16,good,4.3
3688,Psychology,Nathan,,Todd,1228615,5,good,4.0
3689,Communication,David,,Tokarz,1711816,14,good,4.1
3690,Japanese,Maki,,Tokeshi,1093429,4,good,4.6
3691,Communication,Amanda,,Tolbert,2452968,2,good,4.5
3692,Mathematics,Susan,,Tolman,577900,43,average,2.8
3693,Civil Engineering,Joe,,Tom,2665031,1,good,5.0
3694,Philosophy,Christopher,,Tomaszewski,1521904,1,good,5.0
3695,Geology,Jonathan,H,Tomkin,2598723,1,poor,2.0
3696,Earth Science,Jonathan,,Tomkin,1445309,20,average,3.2
3697,English,Janice,,Tong,1526985,0,zero,N/A
3698,English,Xiaodi,,Tong,1536469,2,good,4.0
3699,Computer Science,Hanghang,,Tong,2654645,0,zero,N/A
3700,Economics,Ali,,Toossi,388591,38,average,3.4
3701,Computer Science,Josep,,Torellas,188402,4,average,3.1
3702,Speech  Hearing Sciences,Elizabeth,,Torres,2194405,2,poor,1.0
3703,Engineering,Dan,,Tortorelli,188249,31,average,2.9
3704,Information Science,Vetle,,Torvik,1861231,3,poor,1.0
3705,History,Walter,,Tousey,1253013,0,zero,N/A
3706,Engineering,Kimani,,Toussaint,1103858,5,good,4.9
3707,Psychology,John,,Trach,324325,18,poor,2.4
3708,English,Dan,,Tracy,1226503,2,poor,1.5
3709,Languages,Ariana,,Traill,289974,11,average,3.5
3710,Information Science,Kevin,,Trainor,1861162,1,poor,1.0
3711,Mathematics,Rebecca,,Tramel,2205783,2,good,5.0
3712,Agriculture,Pat,,Tranel,1489482,3,good,3.7
3713,Community Health Sciences,Jeffery,,Trask,989520,17,average,2.6
3714,Art & Design,Sarah,,Travis,2451497,0,zero,N/A
3715,Humanities,Lisa,l,Travis,2498658,0,zero,N/A
3716,Psychology,Lisa,,Travis,819303,15,average,3.3
3717,Political Science,Konstantinos,,Travlos,1815685,6,poor,1.8
3718,Religion,James,,Treat,1847385,0,zero,N/A
3719,Foreign Languages,Annie,,Tremblay,1273421,2,good,3.5
3720,Education,William,,Trent,1681270,4,average,3.2
3721,Engineering,Timothy,,Trick,144699,21,poor,2.4
3722,English,Renee,,Trilling,649507,13,good,4.7
3723,Chemistry,Brian,,Trinh,2052484,3,average,2.5
3724,Kinesiology,Linda,,Trinh,2192370,4,average,2.5
3725,Materials Engineering,Dallas,,Trinkle,949791,6,good,3.8
3726,Education,Brenda,,Trofanenko,959249,3,good,3.5
3727,Communication,Ashley,,Trudeau,2297573,0,zero,N/A
3728,Chemistry,Celina,,Trujillo,943629,0,zero,N/A
3729,English,Wendy,,Truran,1734681,2,good,4.8
3730,Mathematics,Donald,,Tsai,1365316,1,good,4.0
3731,Biology,Nien-Pei,,Tsai,2104735,10,good,4.8
3732,Music,Priscilla,,Tse,2283559,10,poor,1.8
3733,Mathematics,Anush,,Tserunyan,1843345,21,poor,2.4
3734,Geography,Alexander  Kwame,Adovor,Tsikudo,2584433,4,average,3.0
3735,Linguistics,Anna,,Tsiola,2540639,0,zero,N/A
3736,Business,Tony,,TU,1905979,2,good,4.2
3737,German,Isaac,,Tubb,1418509,12,good,3.6
3738,Engineering,William,,Tucker,1000517,1,poor,2.0
3739,Mathematics,Alexander,,Tumanov,982118,23,poor,2.1
3740,Mathematics,Alaxander,,Tumanov,987920,11,poor,2.1
3741,Physics,Jamila,,Tumtum,2251703,0,zero,N/A
3742,Music,Thomas,,Turino,270341,20,average,2.9
3743,Music,Tom,,Turino,744490,5,poor,2.2
3744,Accounting,Cynthia,,Turner,652164,14,good,4.5
3745,African-American Studies,Lou,,Turner,1433517,2,poor,2.0
3746,Cinema,Julie,,Turnock,1852678,3,good,3.5
3747,Engineering,Duniz,,Tursun,1917169,34,good,3.8
3748,Anthropology,Tomi,,Tusia,1657357,3,good,5.0
3749,English,Agnieszka,,Tuszynska,1247088,6,good,4.1
3750,Civil Engineering,Erol,,Tutumluer,1290367,9,average,2.7
3751,Information Science,Michael,,Twidale,1808942,3,good,4.2
3752,Agriculture,Betty,,Twinkie,1145901,0,zero,N/A
3753,Writing,Jess,,Tyehimha,868959,0,zero,N/A
3754,Education,Brendesha,,Tynes,839078,11,average,3.2
3755,Mathematics,Jeremy,,Tyson,1198174,19,good,4.4
3756,Classics,Angeliki,,Tzanetou,1015137,13,good,4.0
3757,Mathematics,Nikolaos,,Tzirakis,1267921,12,average,2.8
3758,Engineering,Rizwan,,Uddin,1149037,7,average,3.3
3759,Psychology,Monica,,Uddin,2170703,1,average,3.0
3760,Mathematics,Bogdan,T,Udrea,1781746,9,good,3.8
3761,Architecture,Marci,,Uihlein,1662648,3,good,5.0
3762,Mathematics,Stephen,,Ullom,440899,11,good,3.7
3763,Statistics,Ravat,Virendra,Uma,2339299,1,poor,1.0
3764,Aviation,Stan,,Unander,1078841,3,good,4.5
3765,Bioengineering,Gregory,,Underhill,1969629,3,average,3.0
3766,English,Ted,,Underwood,598127,7,good,4.0
3767,Journalism,Jeff,,Unger,977163,10,good,4.8
3768,English,Mary,,Unger,1286082,6,good,4.8
3769,Statistics,David,,Unger,1901692,10,good,4.2
3770,Agriculture,Laurian,,Unnevehr,772895,7,good,3.6
3771,Accounting,Oktay,,Urcan,2014764,11,good,4.2
3772,Business,Oktay,,Urcan,2627300,1,poor,2.0
3773,Political Science,Alicia,,Uribe-McGuire,2219220,8,average,3.0
3774,Political Science,Kaye,,Usry,1813977,2,good,4.8
3775,Mathematics,Caglar,,Uyanik,2258638,2,good,5.0
3776,Economics,Vidisha,,Vachharajani,1662265,2,average,2.8
3777,Engineering,Nitin,,Vaidya,1613091,9,good,4.8
3778,Mechanical Engineering,Alexander,,Vakakis,1706043,9,good,3.8
3779,Communication,Angharad,,Valdivia,990531,30,poor,1.6
3780,English,Joseph,,Valente,398646,14,average,2.6
3781,Communication,Suzanne,,Valentine,2427882,2,good,5.0
3782,Literature,Joseacute,,Valenzuela,2649948,0,zero,N/A
3783,Mathematics,Javid,,Validashti,1633738,185,good,4.7
3784,Media  Cinema Studies,Dora,,Valkanova ,2018165,10,good,3.5
3785,Business,Robert,,Valli,1477082,11,good,4.9
3786,Civil Engineering,Albert,,Valocchi,2423852,0,zero,N/A
3787,Writing,Mark,,Van,2513279,0,zero,N/A
3788,Chemistry,Wilfred,,Van Der Donk,449713,8,good,4.0
3789,Chemistry,Renske,,Van der veen,2656177,0,zero,N/A
3790,Sociology,Thomas,,Van Heuvelen,2225991,1,good,4.0
3791,Sociology,Jane,,Van Heuvelen,2217772,4,good,5.0
3792,Writing,Derek,,Van Ittersum,751129,3,good,4.2
3793,English,Corey,,Van Landingham,2530021,0,zero,N/A
3794,English,Dennis,,Van Renen,868216,3,good,3.5
3795,Environmental Studies,Carena,,Van Riper,2256360,8,good,4.1
3796,Accounting,Thomas,,Vance,1904244,4,good,3.8
3797,Mathematics,Joseph,,Vandehey,1198814,7,good,5.0
3798,Spanish,Katie,,VanDyne,2229517,0,zero,N/A
3799,Mechanical Engineering,Pratap,,Vanka,1244849,4,good,4.9
3800,Accounting,Anupama,,Varadharajan,1384803,8,good,3.9
3801,Accounting,Anu,,Varadharjan,1378096,1,good,5.0
3802,Philosophy,Helga,,Varden,1054530,17,average,3.4
3803,Advertising,Patrick,,Vargas,2656516,0,zero,N/A
3804,Communication,Patrick,,Vargas,155216,41,average,3.5
3805,Computer Science,Achal,,Varma,2202284,1,good,5.0
3806,Electrical & Computer Engineering,David,,Varodayan,1773828,10,good,4.7
3807,Information Science,Virgil,,Varvel,1861163,0,zero,N/A
3808,Political Science,John,,Vasquez,1214621,21,good,4.0
3809,Engineering,Shobha,,Vasudevan,1106210,29,average,2.7
3810,Psychology,Colleen,,Vaughn,2314901,0,zero,N/A
3811,Religion,Jacqueline,,Vayntrub,1836933,4,good,4.4
3812,Art History,Oscar,,Vázquez,198297,18,average,2.5
3813,Writing,Jose,,Vazquez,2508065,0,zero,N/A
3814,Economics,Jose,,Vazquez,492019,210,good,3.5
3815,Mathematics,Vyron,,Vellis,1729782,1,good,5.0
3816,Information Systems,Venkateswaran,,Venkatasubramanian,2577199,1,poor,1.0
3817,Accounting,Raghunathan,,Venugopalan,923334,2,average,2.5
3818,English,Michael,,Verderame,1182365,6,good,3.7
3819,Civil Engineering,Vishal,,Verma,2444985,0,zero,N/A
3820,Cinema,Billy,,Vermillion,1288931,3,good,4.8
3821,Information Science,Alec,,Verone,2077800,0,zero,N/A
3822,Architecture,Brian,,Vesely,1868509,2,good,4.2
3823,Psychology,Amanda,,Vicary,1072461,3,good,4.3
3824,Business,Lecia,,Vicente,2673841,2,average,3.0
3825,Spanish,Jone,,Vicente Urrutia,2293339,1,good,5.0
3826,Astronomy,Joaquin,,Vieira,1903861,9,average,3.2
3827,Business,Carl,H,Vieregger,1870737,4,good,4.0
3828,Engineering,Laura,,Villafane Roca,2495486,6,average,2.7
3829,English,Corina,,Villanueva,2329728,4,average,3.3
3830,English,Jonathan,,Vincent,775627,8,good,4.7
3831,English,Johnathan,,Vincent,865328,2,good,4.5
3832,Natural Resources,Joanne,,Vining,1918903,0,zero,N/A
3833,Business,Vanitha,,Virudachalam,2536016,2,good,3.5
3834,Sociology,Edna,,Viruell-Fuentes,1640667,3,good,4.3
3835,Physics,Smitha,,Vishveshwara,2400812,1,good,5.0
3836,Engineering,Pramod,,Viswanath,572116,6,good,3.7
3837,Civil Engineering,Somashekar,,Viswanath,2087780,1,good,4.0
3838,Computer Science,Mahesh,,Viswanathan,832792,22,good,4.5
3839,Kinesiology,Caitlin,,Vitosky,1363561,2,good,4.8
3840,Sociology,Francisco,,Vivoni,1565708,15,good,3.9
3841,Asian Studies,Erica,,Vogel,1783494,5,good,5.0
3842,Engineering,Troy,,Vogel,1825615,3,good,3.8
3843,Industrial Engineering,Chrysafis,,Vogiatzis,2537290,5,good,5.0
3844,Agriculture,Charles,,Voigt,380410,4,average,2.6
3845,Finance,Mark,,Vonnahme,1008516,3,good,5.0
3846,Women's Studies,Sharra,,Vostral,1050170,5,average,3.4
3847,Engineering,Petros,,Voulgaris,1586435,1,average,3.0
3848,Bioengineering,John,,Vozenilek,2061558,2,good,5.0
3849,Chemistry,Josh,,Vura-Weis,2204731,4,average,2.7
3850,Physics,Dervis,,Vural,962851,0,zero,N/A
3851,Music,Joe,,Wachtel,1339210,0,zero,N/A
3852,Speech  Hearing Sciences,Jayne,M,Wachtel,2189122,5,poor,2.2
3853,Leisure Studies,Cynthia,,Wachter,933911,16,good,3.7
3854,Languages,Mara,,Wade,685504,5,good,5.0
3855,Social Work,Ryan,,Wade,2657357,1,poor,1.0
3856,Dance,Renee ,,Wadleigh ,1979613,0,zero,N/A
3857,Biology,Will,,Wadlington,2058535,0,zero,N/A
3858,Physics,Lucas,,Wagner,2397990,8,average,2.5
3859,Engineering,Amy,,Wagoner-Johnson,532813,14,average,2.6
3860,Environmental Studies,David,,Wahl,1040346,2,poor,1.0
3861,Architecture,Lee,,Waldrep,1764925,6,good,4.6
3862,Engineering,Lara,,Waldrop,1248989,16,good,4.8
3863,Speech Communication,Lauren,,Walker,965778,0,zero,N/A
3864,Psychology,Gabriela,,Walker,1626480,6,average,3.0
3865,English,Katie,,Walkiewicz,1280087,3,good,4.8
3866,Languages,Oleksandra,,Wallo,2019487,1,good,5.0
3867,Atmospheric Sciences,John,,Walsh,790147,7,good,4.7
3868,Biology,James,,Walsh,1752740,3,good,3.9
3869,English,Terra,,Walston,603696,6,good,4.9
3870,Classics,Brian,,Walters,1815821,7,good,4.8
3871,Mathematics,Chelsea,,Walton,2490136,1,good,5.0
3872,Environmental Studies,Michelle,,Wander,949476,5,poor,1.8
3873,Comparative Literature,Hapsa,,Wane,2040840,0,zero,N/A
3874,Mathematics,Yongmei-Michelle,,Wang,808383,5,average,2.8
3875,Finance,Zhi,,Wang,1195437,8,good,4.8
3876,Geography,Shaowen,,Wang,1253012,3,poor,2.1
3877,Education,Shuai,,Wang,1518301,1,good,4.5
3878,Business,I-Chen,,Wang,1657793,1,good,4.5
3879,Economics,Yiqun,,Wang,1661506,1,poor,2.0
3880,Physics,Zhuo,,Wang,1720833,3,good,3.5
3881,Biochem. & Molecular Biology,Fei,,Wang,1869055,1,poor,1.0
3882,Accounting,Wei,,Wang,1938569,5,average,3.3
3883,Engineering,Qiong,,Wang,2012969,1,average,3.0
3884,Statistics,Michelle,,Wang,2019778,0,zero,N/A
3885,Statistics,Jin,,Wang,2044747,1,poor,1.0
3886,Economics,Xin,,Wang,2049155,0,zero,N/A
3887,Psychology,Ranxiao,Frances,Wang,2056461,0,zero,N/A
3888,Mathematics,Jing,,Wang,2110969,3,good,3.6
3889,Accounting,Laura,,Wang,2328081,0,zero,N/A
3890,Agriculture,Xinlei,,Wang,2428604,1,poor,2.0
3891,Information Science,Yang,,Wang,2621850,0,zero,N/A
3892,Mathematics,Ying,,Wang,2189190,5,poor,2.4
3893,Geography,Xuantong,Tony,Wang,2653210,1,good,5.0
3894,Statistics,Shulei,,Wang,2652235,15,poor,2.1
3895,Accounting,Zach,,Wang ,1986399,4,good,5.0
3896,Not Specified,Ross,,Wantland,598233,9,good,4.6
3897,Music,Tom,,Ward,204076,9,poor,1.5
3898,Environmental Studies,Michael,,Ward,1476318,11,good,3.8
3899,Writing,Ryan,,Ware,2640268,2,good,5.0
3900,Architecture,James,,Warfield,671883,6,good,4.4
3901,Business,Emerson,,Warnick,2568353,0,zero,N/A
3902,Business,Tanner,,Warnick,2553925,4,good,4.0
3903,Architecture,Allison,,Warren,987111,5,poor,1.6
3904,Agriculture,Emily,A,Warren,1795641,1,good,5.0
3905,English,Robert,,Warrior,1699812,2,poor,1.5
3906,Political Science,Bonnie,,Washick,2303715,2,poor,1.0
3907,Media Arts,Myra,,Washington,1526631,3,good,4.3
3908,Philosophy,Jonathan,,Waskan,926382,15,good,3.7
3909,Finance,Kevin,,Waspi,872905,26,average,3.0
3910,Electrical & Comp. Engineering,Daniel,,Wasserman,1872593,3,good,4.0
3911,"Recreation, Parks, & Tourism",Nick,,Watanabe,1317190,0,zero,N/A
3912,Psychology,Shoko,,Watanabe,2196823,2,good,5.0
3913,Spanish,Melanie,,Waters,1399048,30,poor,2.1
3914,Speech & Hearing Sciences,Kenneth,,Watkin,203313,9,poor,2.2
3915,International Studies,Tim,,Watkins,1129643,0,zero,N/A
3916,Linguistics,Ruth,,Watkins,1513816,1,good,5.0
3917,Psychology,Duane,,Watson,1078832,3,average,3.3
3918,Psychology,Patrick,,Watson,1249082,8,good,4.4
3919,Communication,William,,Watson,1647218,2,good,4.5
3920,Psychology,Natalie,,Watson,1849600,1,good,5.0
3921,Music,Ollie,,Watts-Davis,820624,7,good,4.9
3922,Biology,Patrick,,Weatherhead,1415417,4,good,3.8
3923,Engineering,John,,Weaver,196580,16,average,3.5
3924,Physics,Richard,,Weaver,1709396,8,good,4.9
3925,Philosophy,Chris,,Weaver,2144415,3,poor,2.0
3926,English,Gregory,M,Webb,1792423,2,average,3.2
3927,Writing,Rebecca,,Weber,2423000,0,zero,N/A
3928,English,Rebecca,,Weber,933131,12,good,4.4
3929,International Studies,Timothy,,Wedig,1528455,14,good,4.4
3930,Information Science,Terry,L,Weech,1861233,2,poor,1.5
3931,Communication,Kristopher,,Weeks,2259125,1,good,5.0
3932,Social Work,Kate,,Wegmann,1951008,4,good,3.7
3933,Information Science,John,,Weible,1861164,2,good,4.5
3934,Mathematics,Paul,,Weichsel,1902326,2,poor,1.8
3935,Art  Design,David,,Weightman,2257351,0,zero,N/A
3936,Philosophy,Shelley,,Weinberg,1140258,18,good,4.1
3937,Science,Richard,,Weinzierl,1268930,1,good,4.0
3938,Political Science,Bonnie,,Weir,1428313,8,good,4.8
3939,Business,Michael,,Weisbach,994473,4,good,4.7
3940,Finance,Scott,,Weisbenner,2210250,3,good,4.0
3941,Not Specified,Courtney,,Weisman,1764187,0,zero,N/A
3942,Religion,Dov,,Weiss,1725335,11,good,4.0
3943,Political Science,Robert,,Weissberg,124023,9,average,2.9
3944,Law,AJ,,Weissler,2475779,2,good,4.5
3945,Physics,Michael,,Weissman,999767,4,good,4.1
3946,History,Terri,,Weissman,1720543,6,average,3.4
3947,Art & Design,Tony,,Welch,1698797,0,zero,N/A
3948,Psychology,Annie,,Weldon,2255445,0,zero,N/A
3949,Music,Peter,,Wellington,1383257,0,zero,N/A
3950,Biology,Daniel,,Welsh,1786441,2,good,5.0
3951,Community Health Sciences,Julia,,Wenckus,2567420,1,good,5.0
3952,Mathematics,Paul,,Wenger,1087068,2,good,4.8
3953,Philosophy,Robert G.,,Wengert,198293,23,good,3.9
3954,Information Science,Tim,,Wentling,1861204,0,zero,N/A
3955,Engineering,Valeri,A,Werpetinski,2190147,1,good,5.0
3956,Biology,Timothy,,Wertin,2130150,1,poor,2.0
3957,English,Mandy,,Wescott,932290,7,good,4.9
3958,Animal Science,Jacob,,Wessels,2420616,0,zero,N/A
3959,Mathematics,Douglas,,West,730872,3,average,3.0
3960,Aviation,Larry,,West,893238,5,good,3.6
3961,Mechanical Engineering,Matthew,,West,1685685,12,good,4.4
3962,Mathematics,Argen,,West,2051785,1,good,5.0
3963,Psychology,John,,Westbrook ,2041028,3,good,3.5
3964,Speech & Hearing Sciences,Artice,,Weston,1519005,6,average,3.2
3965,English,Scott,,Wetter,1827814,1,good,4.5
3966,Animal Science,Matthew,,Wheeler,2547545,1,good,5.0
3967,Engineering,Scott,,White,134078,3,average,2.6
3968,Accounting,Brian,,White,1318832,1,good,4.5
3969,Communication,Natalie,,White,1539212,8,good,4.9
3970,Chemistry,M. Christina,,White,1845255,11,poor,2.4
3971,Business,Judith,,White,2515519,3,average,3.3
3972,Biology,Charlie,,Whitfield,1654714,2,average,3.0
3973,Chemistry,Erin,,Whitteck,1262815,14,good,4.0
3974,Veterinary Sciences,Julia,Katherine,Whittington,2359247,0,zero,N/A
3975,Mathematics,Kim,,Whittlesey,209729,63,average,3.2
3976,Psychology,Robert,,Wickesberg,512821,24,good,4.5
3977,Information Science,Karen,,Wickett,1861165,0,zero,N/A
3978,"Recreation, Parks, & Tourism",Bruce,,Wicks,817948,2,average,3.2
3979,Finance,Martin,,Widdicks,1926135,5,good,4.9
3980,Chemistry,Andrzej,,Wieckowski,1550669,2,poor,1.2
3981,Fine Arts,Catherine,,Wiesener,558381,8,good,4.4
3982,English,Kirstin,,Wilcox,724059,19,good,3.8
3983,Engineering,Harry,S,Wildblood,1435952,8,good,4.0
3984,Bioengineering,Hailey,A,Wilder,1855368,1,good,5.0
3985,Art & Design,Brian,,Wiley,1879836,0,zero,N/A
3986,Information Science,Mary,,Wilkes Towner,1861161,0,zero,N/A
3987,English,Brian,,Wilkie,1469019,2,good,4.5
3988,Physics,Scott,,Willenbrock,601783,24,good,4.8
3989,English,Kyle,,Williams,1120351,7,good,4.2
3990,Theater,Mark,,Williams,1547844,0,zero,N/A
3991,English,Lucilena,,Williams,1663502,1,good,5.0
3992,Communication,Kristina,,Williams,2015409,0,zero,N/A
3993,Economics,Steven,,Williams,2044732,0,zero,N/A
3994,Psychology,Christian,,Williams,2263813,4,good,5.0
3995,Classics,Craig,A.,Williams,2588083,4,good,3.8
3996,Information Science,Kate,,Williams,1694322,2,average,3.0
3997,Accounting,Michael,,Williamson,2127488,3,good,5.0
3998,Education,Arlette,,Willis,2411203,0,zero,N/A
3999,English,Isaac,,Willis,2647738,2,good,5.0
4000,Psychology,Jon,,Willits,2656739,1,good,5.0
4001,Statistics,Dana,,Willner,1935122,2,good,4.8
4002,Biology,Bill,,Wills,1620662,0,zero,N/A
4003,Geography,David,,Wilson,128894,15,good,4.3
4004,English,Gregory,,Wilson,1134022,6,average,2.7
4005,Music,Glenn,,Wilson,1231609,2,poor,1.2
4006,Music,Steven,,Wilson,1889258,10,average,3.4
4007,Media  Cinema Studies,Kerry,,Wilson,1928133,6,poor,1.7
4008,Communication,Samuel,R,Wilson,2103533,2,good,4.3
4009,Urban  Regional Planning,Bev,,Wilson,2238456,3,average,2.7
4010,Science,Brenda,,Wilson,124029,16,good,3.7
4011,East Asian Studies,Roderick,I,Wilson,1776543,24,average,3.3
4012,Social Work,Carol,,Wilson Smith,2077859,5,good,5.0
4013,Kinesiology,Ken,,Wilund,945840,7,average,3.4
4014,Astronomy,Amanda,,Winans,2326868,6,average,3.0
4015,Geography,Fikriyah,,Winata,2520479,0,zero,N/A
4016,History,Tessa Marie,,Winkelmann,1864734,2,good,5.0
4017,Accounting,Amanda,,Winn,2261591,2,good,5.0
4018,Business,Gretchen,,Winter,2534939,0,zero,N/A
4019,Agriculture,Alex,,Winter-Nelson,712339,10,good,4.7
4020,Political Science,Matthew,,Winters,1538003,21,good,4.7
4021,Advertising,John,,Wirtz,1901610,20,average,2.8
4022,Mathematics,Jennifer,,Wise,2004360,0,zero,N/A
4023,Advertising,Kevin,,Wise,1852326,30,average,2.6
4024,Physics,Jim,,Wiss,1525694,8,good,3.6
4025,Mechanical Engineering,Aimy,,Wissa,2448955,3,good,4.3
4026,Education,Allison,,Witt,2288537,2,good,5.0
4027,Information Science,Steven,,Witt,2377245,1,average,3.0
4028,English,Jessica,,Witte,2090983,7,average,2.5
4029,Education,Klaus,,Witz,859196,2,good,4.0
4030,Kinesiology,Tom,,Wojcicki,1337455,2,good,4.0
4031,Information Science,Martin,,Wolske,1861166,0,zero,N/A
